transaction_id,item,quantity,price,total,payment_method,location,transaction_date,month_name
TXN_9868114,Sandwich,2,4.0,8.0,Credit Card,In-Store,2023-11-12,November
TXN_3377885,Sandwich,3,4.0,12.0,Cash,Unknown,2023-05-08,May
TXN_5537517,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-10-27,October
TXN_7267366,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-06-02,June
TXN_2659832,Sandwich,3,4.0,12.0,Credit Card,Unknown,2023-12-05,December
TXN_6600858,Sandwich,3,4.0,12.0,Cash,Unknown,2023-03-27,March
TXN_9298882,Sandwich,3,4.0,12.0,Unknown,Unknown,2023-01-13,January
TXN_9334593,Sandwich,3,4.0,12.0,Cash,Unknown,2023-04-23,April
TXN_4897993,Sandwich,4,4.0,16.0,Unknown,In-Store,2023-12-07,December
TXN_5176767,Sandwich,4,4.0,16.0,Unknown,Takeaway,2023-05-03,May
TXN_3882139,Sandwich,4,4.0,16.0,Unknown,Unknown,2023-12-28,December
TXN_7418962,Sandwich,4,4.0,16.0,Cash,Unknown,2023-03-07,March
TXN_5817991,Sandwich,4,4.0,16.0,Cash,Unknown,2023-05-24,May
TXN_1770648,Sandwich,4,4.0,16.0,Credit Card,Unknown,2023-09-30,September
TXN_3524464,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-08-31,August
TXN_5663260,Sandwich,4,4.0,16.0,Digital Wallet,Unknown,2023-10-08,October
TXN_2050017,Sandwich,4,4.0,16.0,Unknown,Takeaway,2023-03-24,March
TXN_1749105,Sandwich,5,4.0,20.0,Cash,In-Store,2023-10-17,October
TXN_1063342,Sandwich,5,4.0,20.0,Unknown,In-Store,2023-01-13,January
TXN_8566668,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-02-12,February
TXN_2987590,Sandwich,5,4.0,20.0,Unknown,In-Store,2023-02-17,February
TXN_5321145,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-08-29,August
TXN_5132327,Sandwich,5,4.0,20.0,Cash,Unknown,2023-01-25,January
TXN_3557583,Sandwich,5,4.0,20.0,Credit Card,Unknown,2023-07-26,July
TXN_1350239,Sandwich,5,4.0,20.0,Cash,Unknown,2023-11-18,November
TXN_7019782,Sandwich,5,4.0,20.0,Unknown,Unknown,2023-10-16,October
TXN_7539585,Sandwich,5,4.0,20.0,Unknown,Unknown,2023-10-20,October
TXN_7343062,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-08-11,August
TXN_9196229,Sandwich,5,4.0,20.0,Credit Card,Unknown,2023-12-08,December
TXN_7797507,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-06-06,June
TXN_3753993,Sandwich,5,4.0,20.0,Credit Card,Unknown,2023-04-01,April
TXN_5880883,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-02-02,February
TXN_9550508,Sandwich,5,4.0,20.0,Unknown,Unknown,2023-11-18,November
TXN_8589003,Tea,4,1.5,6.0,Cash,Unknown,2023-08-25,August
TXN_4671375,Tea,1,1.5,1.5,Unknown,Unknown,2023-06-28,June
TXN_7874772,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-04-26,April
TXN_5757933,Tea,1,1.5,1.5,Cash,Unknown,2023-02-20,February
TXN_9728414,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-11,January
TXN_6929413,Tea,1,1.5,1.5,Digital Wallet,Unknown,2023-10-13,October
TXN_4516901,Tea,2,1.5,3.0,Credit Card,In-Store,2023-09-05,September
TXN_5566774,Tea,3,1.5,4.5,Unknown,In-Store,2023-03-29,March
TXN_4493176,Tea,3,1.5,4.5,Unknown,Unknown,2023-10-14,October
TXN_1837764,Tea,3,1.5,4.5,Cash,In-Store,2023-07-30,July
TXN_4360970,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-06-28,June
TXN_3672345,Tea,3,1.5,4.5,Credit Card,Unknown,2023-10-17,October
TXN_9749790,Tea,3,1.5,4.5,Unknown,Takeaway,2023-10-17,October
TXN_2325141,Tea,3,1.5,4.5,Digital Wallet,Unknown,2023-08-26,August
TXN_3984842,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-03-22,March
TXN_2451247,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-02-14,February
TXN_3422336,Tea,5,1.5,7.5,Unknown,Takeaway,2023-08-02,August
TXN_2271705,Tea,5,1.5,7.5,Unknown,Unknown,2023-07-20,July
TXN_7510217,Tea,5,1.5,7.5,Credit Card,In-Store,2023-10-24,October
TXN_5182399,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-09-08,September
TXN_8466519,Cookie,1,1.0,1.0,Unknown,Takeaway,2023-08-31,August
TXN_3747376,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-11-03,November
TXN_9907306,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-09-06,September
TXN_8014766,Sandwich,1,4.0,4.0,Unknown,Unknown,2023-10-05,October
TXN_3831848,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-11-03,November
TXN_6810969,Sandwich,1,4.0,4.0,Unknown,In-Store,2023-03-08,March
TXN_7668576,Cake,2,3.0,6.0,Unknown,Unknown,2023-11-08,November
TXN_7903841,Cake,2,3.0,6.0,Digital Wallet,Unknown,2023-06-24,June
TXN_5093855,Tea,4,1.5,6.0,Cash,Takeaway,2023-11-23,November
TXN_5931292,Sandwich,2,4.0,8.0,Credit Card,In-Store,2023-12-18,December
TXN_1239876,Sandwich,2,4.0,8.0,Digital Wallet,In-Store,2023-04-04,April
TXN_1664665,Cake,3,3.0,9.0,Credit Card,In-Store,2023-05-21,May
TXN_3157867,Salad,2,5.0,10.0,Unknown,Takeaway,2023-11-02,November
TXN_1548245,Sandwich,4,4.0,16.0,Credit Card,Unknown,2023-03-15,March
TXN_7068823,Sandwich,4,4.0,16.0,Unknown,Takeaway,2023-06-28,June
TXN_5970304,Salad,4,5.0,20.0,Credit Card,Unknown,2023-07-14,July
TXN_5135172,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-12-10,December
TXN_7140471,Cake,1,3.0,3.0,Credit Card,Unknown,2023-05-25,May
TXN_7771526,Cake,1,3.0,3.0,Cash,In-Store,2023-04-28,April
TXN_8413949,Cake,1,3.0,3.0,Credit Card,In-Store,2023-10-14,October
TXN_8147057,Cake,1,3.0,3.0,Digital Wallet,In-Store,2023-08-21,August
TXN_8245906,Cake,1,3.0,3.0,Digital Wallet,Unknown,2023-02-08,February
TXN_6540284,Cake,1,3.0,3.0,Unknown,Unknown,2023-04-24,April
TXN_7362526,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-09-16,September
TXN_6007437,Cake,1,3.0,3.0,Credit Card,Unknown,2023-11-22,November
TXN_7484682,Cake,1,3.0,3.0,Cash,Unknown,2023-12-28,December
TXN_5996894,Cake,1,3.0,3.0,Credit Card,Unknown,2023-06-12,June
TXN_6383336,Cake,2,3.0,6.0,Unknown,Takeaway,2023-01-21,January
TXN_5161371,Cake,2,3.0,6.0,Credit Card,In-Store,2023-01-17,January
TXN_6455517,Cake,2,3.0,6.0,Cash,Unknown,2023-08-04,August
TXN_3425783,Cake,2,3.0,6.0,Unknown,Unknown,2023-06-15,June
TXN_8046087,Cake,2,3.0,6.0,Unknown,Takeaway,2023-04-15,April
TXN_6038791,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-03-06,March
TXN_3916668,Cake,2,3.0,6.0,Digital Wallet,Unknown,2023-05-14,May
TXN_1512159,Cake,2,3.0,6.0,Credit Card,In-Store,2023-11-25,November
TXN_8430735,Cake,2,3.0,6.0,Unknown,Unknown,2023-10-25,October
TXN_5595717,Cake,2,3.0,6.0,Unknown,Unknown,2023-06-16,June
TXN_1888294,Cake,3,3.0,9.0,Cash,Unknown,2023-07-03,July
TXN_7954368,Cake,3,3.0,9.0,Credit Card,Unknown,2023-10-06,October
TXN_9176533,Cake,3,3.0,9.0,Credit Card,Unknown,2023-10-14,October
TXN_6714931,Cake,3,3.0,9.0,Unknown,Unknown,2023-07-02,July
TXN_2336921,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-01,May
TXN_3182547,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-07-28,July
TXN_2122597,Cake,3,3.0,9.0,Credit Card,Unknown,2023-05-11,May
TXN_6954434,Cake,3,3.0,9.0,Cash,Takeaway,2023-02-23,February
TXN_7880148,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-12-12,December
TXN_9965686,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-10-02,October
TXN_2396191,Cake,4,3.0,12.0,Credit Card,Unknown,2023-05-12,May
TXN_7809121,Cake,4,3.0,12.0,Unknown,Unknown,2023-05-15,May
TXN_1891141,Cake,4,3.0,12.0,Digital Wallet,In-Store,2023-10-25,October
TXN_5180326,Cake,4,3.0,12.0,Unknown,Unknown,2023-04-26,April
TXN_8099424,Cake,4,3.0,12.0,Unknown,Takeaway,2023-04-02,April
TXN_4832163,Cake,4,3.0,12.0,Cash,Takeaway,2023-11-17,November
TXN_7233393,Cake,5,3.0,15.0,Credit Card,In-Store,2023-11-22,November
TXN_1634534,Cake,5,3.0,15.0,Unknown,Unknown,2023-12-03,December
TXN_3634860,Cake,5,3.0,15.0,Credit Card,Unknown,2023-05-28,May
TXN_5895177,Cake,5,3.0,15.0,Unknown,Unknown,2023-08-16,August
TXN_7694326,Coffee,5,2.0,10.0,Unknown,Unknown,2023-02-19,February
TXN_2771364,Coffee,1,2.0,2.0,Digital Wallet,Unknown,2023-01-23,January
TXN_2838958,Coffee,1,2.0,2.0,Cash,Takeaway,2023-03-10,March
TXN_6383779,Coffee,1,2.0,2.0,Unknown,Unknown,2023-11-29,November
TXN_6607568,Coffee,2,2.0,4.0,Cash,In-Store,2023-03-24,March
TXN_5229351,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-14,August
TXN_6000890,Coffee,3,2.0,6.0,Digital Wallet,In-Store,2023-01-06,January
TXN_9523369,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-25,August
TXN_9590819,Coffee,3,2.0,6.0,Unknown,In-Store,2023-11-21,November
TXN_3690903,Coffee,3,2.0,6.0,Unknown,In-Store,2023-10-22,October
TXN_8122317,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-16,October
TXN_7970906,Coffee,4,2.0,8.0,Unknown,In-Store,2023-03-07,March
TXN_6688524,Coffee,4,2.0,8.0,Unknown,Unknown,2023-06-29,June
TXN_4890770,Coffee,4,2.0,8.0,Unknown,Takeaway,2023-10-12,October
TXN_5236861,Coffee,4,2.0,8.0,Cash,Takeaway,2023-10-27,October
TXN_1819615,Coffee,4,2.0,8.0,Unknown,Unknown,2023-06-03,June
TXN_6281616,Coffee,4,2.0,8.0,Unknown,Unknown,2023-08-19,August
TXN_4474441,Coffee,4,2.0,8.0,Credit Card,Unknown,2023-08-23,August
TXN_6496099,Coffee,5,2.0,10.0,Digital Wallet,Unknown,2023-07-21,July
TXN_3572190,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-03-05,March
TXN_1547704,Coffee,5,2.0,10.0,Cash,In-Store,2023-02-14,February
TXN_4669664,Cookie,1,1.0,1.0,Digital Wallet,In-Store,2023-12-21,December
TXN_3313534,Cookie,2,1.0,2.0,Digital Wallet,In-Store,2023-01-05,January
TXN_5672156,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-07-05,July
TXN_5038513,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-10-24,October
TXN_4640977,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-02-11,February
TXN_7917193,Cookie,3,1.0,3.0,Cash,Unknown,2023-05-18,May
TXN_7269738,Cookie,3,1.0,3.0,Cash,Unknown,2023-05-26,May
TXN_2887257,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-08-27,August
TXN_7186675,Cookie,4,1.0,4.0,Cash,Unknown,2023-11-09,November
TXN_2084080,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-22,September
TXN_7376092,Cookie,4,1.0,4.0,Cash,In-Store,2023-11-07,November
TXN_7134579,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-06,June
TXN_9603263,Cookie,5,1.0,5.0,Cash,Unknown,2023-05-02,May
TXN_4891221,Cookie,5,1.0,5.0,Unknown,Takeaway,2023-12-09,December
TXN_7556108,Cookie,5,1.0,5.0,Unknown,Takeaway,2023-01-17,January
TXN_9853220,Cookie,5,1.0,5.0,Credit Card,In-Store,2023-04-02,April
TXN_7268802,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-04-10,April
TXN_8352416,Salad,1,5.0,5.0,Digital Wallet,In-Store,2023-07-26,July
TXN_6337312,Salad,1,5.0,5.0,Unknown,In-Store,2023-01-11,January
TXN_8245502,Salad,1,5.0,5.0,Credit Card,Unknown,2023-03-16,March
TXN_9813943,Salad,2,5.0,10.0,Cash,Unknown,2023-04-06,April
TXN_8684125,Salad,2,5.0,10.0,Credit Card,In-Store,2023-03-08,March
TXN_6132245,Salad,2,5.0,10.0,Digital Wallet,Unknown,2023-06-01,June
TXN_2538739,Salad,2,5.0,10.0,Unknown,In-Store,2023-07-29,July
TXN_2032049,Salad,2,5.0,10.0,Credit Card,Unknown,2023-10-12,October
TXN_8372268,Salad,2,5.0,10.0,Unknown,Takeaway,2023-06-15,June
TXN_4074732,Salad,3,5.0,15.0,Credit Card,Unknown,2023-04-09,April
TXN_5875188,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-07-09,July
TXN_1621920,Salad,3,5.0,15.0,Unknown,Takeaway,2023-10-28,October
TXN_8275137,Salad,4,5.0,20.0,Cash,Unknown,2023-11-16,November
TXN_2536821,Salad,5,5.0,25.0,Unknown,Takeaway,2023-12-01,December
TXN_2161341,Salad,5,5.0,25.0,Digital Wallet,Unknown,2023-03-12,March
TXN_8211303,Salad,5,5.0,25.0,Unknown,Unknown,2023-08-26,August
TXN_6342161,Salad,5,5.0,25.0,Unknown,Takeaway,2023-01-08,January
TXN_5968921,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-10-10,October
TXN_4496616,Salad,5,5.0,25.0,Unknown,Takeaway,2023-10-07,October
TXN_3429942,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-04-24,April
TXN_7724048,Sandwich,1,4.0,4.0,Unknown,In-Store,2023-11-12,November
TXN_6794035,Sandwich,1,4.0,4.0,Digital Wallet,Unknown,2023-11-04,November
TXN_1021087,Sandwich,1,4.0,4.0,Unknown,Unknown,2023-11-01,November
TXN_2024598,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-01-01,January
TXN_7814690,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-05-10,May
TXN_3847405,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-06-15,June
TXN_4114843,Sandwich,2,4.0,8.0,Cash,Unknown,2023-05-17,May
TXN_5447967,Sandwich,2,4.0,8.0,Credit Card,Unknown,2023-06-06,June
TXN_8725610,Sandwich,2,4.0,8.0,Unknown,Takeaway,2023-02-11,February
TXN_1909796,Sandwich,2,4.0,8.0,Unknown,Takeaway,2023-07-12,July
TXN_3981449,Sandwich,2,4.0,8.0,Cash,In-Store,2023-06-21,June
TXN_7207901,Sandwich,2,4.0,8.0,Digital Wallet,In-Store,2023-12-11,December
TXN_3075169,Sandwich,2,4.0,8.0,Credit Card,In-Store,2023-06-25,June
TXN_5552114,Sandwich,2,4.0,8.0,Unknown,In-Store,2023-06-13,June
TXN_4204491,Sandwich,2,4.0,8.0,Digital Wallet,Unknown,2023-04-25,April
TXN_7433531,Sandwich,2,4.0,8.0,Unknown,Takeaway,2023-08-16,August
TXN_7152012,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-04-02,April
TXN_1413310,Sandwich,3,4.0,12.0,Unknown,Takeaway,2023-04-06,April
TXN_4487345,Sandwich,3,4.0,12.0,Unknown,In-Store,2023-05-10,May
TXN_9452972,Sandwich,3,4.0,12.0,Digital Wallet,Unknown,2023-02-10,February
TXN_2578309,Sandwich,3,4.0,12.0,Unknown,Unknown,2023-05-05,May
TXN_9129403,Sandwich,3,4.0,12.0,Credit Card,Unknown,2023-12-05,December
TXN_1419790,Sandwich,3,4.0,12.0,Unknown,Unknown,2023-01-06,January
TXN_5336876,Sandwich,3,4.0,12.0,Credit Card,Unknown,2023-07-07,July
TXN_9815521,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-05-26,May
TXN_8127433,Sandwich,3,4.0,12.0,Unknown,Takeaway,2023-07-11,July
TXN_4698656,Sandwich,4,4.0,16.0,Unknown,Unknown,2023-12-07,December
TXN_5083311,Sandwich,4,4.0,16.0,Digital Wallet,Unknown,2023-04-30,April
TXN_2437586,Sandwich,4,4.0,16.0,Cash,Unknown,2023-08-29,August
TXN_5107249,Sandwich,4,4.0,16.0,Cash,Unknown,2023-03-20,March
TXN_1099119,Sandwich,4,4.0,16.0,Cash,Unknown,2023-02-09,February
TXN_9752207,Sandwich,4,4.0,16.0,Unknown,In-Store,2023-10-15,October
TXN_4105487,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-04-13,April
TXN_6421134,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-11-03,November
TXN_3844347,Sandwich,4,4.0,16.0,Cash,Unknown,2023-10-04,October
TXN_4541981,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-01-14,January
TXN_4089089,Sandwich,5,4.0,20.0,Unknown,Unknown,2023-10-26,October
TXN_6498163,Sandwich,5,4.0,20.0,Unknown,In-Store,2023-07-15,July
TXN_7799711,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-12-03,December
TXN_5788053,Sandwich,5,4.0,20.0,Digital Wallet,Unknown,2023-01-04,January
TXN_8644119,Sandwich,5,4.0,20.0,Unknown,Unknown,2023-10-01,October
TXN_9382596,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-11-18,November
TXN_5996973,Sandwich,5,4.0,20.0,Unknown,In-Store,2023-05-02,May
TXN_8111101,Sandwich,5,4.0,20.0,Cash,Unknown,2023-01-12,January
TXN_6148811,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-06-18,June
TXN_1980303,Tea,3,1.5,4.5,Digital Wallet,Unknown,2023-04-22,April
TXN_6259001,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-01-30,January
TXN_4220189,Tea,1,1.5,1.5,Unknown,Takeaway,2023-08-16,August
TXN_8022689,Tea,1,1.5,1.5,Cash,Takeaway,2023-06-15,June
TXN_5513984,Tea,1,1.5,1.5,Credit Card,In-Store,2023-09-13,September
TXN_3820150,Tea,1,1.5,1.5,Unknown,Unknown,2023-05-10,May
TXN_5721215,Tea,2,1.5,3.0,Unknown,Takeaway,2023-05-17,May
TXN_8188818,Tea,2,1.5,3.0,Unknown,Unknown,2023-10-07,October
TXN_8830924,Tea,2,1.5,3.0,Credit Card,Unknown,2023-10-25,October
